Time (s);Fᵧ (N) --sensor: Force --remote: 1 --Run1;Fᵧ (N) --sensor: Force --remote: 1 --Run2;Fᵧ (N) --sensor: Force --remote: 1 --Run3;Fᵧ (N) --sensor: Force --remote: 1 --Run4;Fᵧ (N) --sensor: Force --remote: 1 --Run5;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run1;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run2;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run3;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run4;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run5
14.0500424929;-1.8188300269;-1.8189814460;-1.3910709934;-2.2290622964;-1.7475494729;0.0959670782;0.0959785139;0.0754965350;0.1398429082;0.0916843731
14.0600424628;-1.8189814460;-1.8189814460;-1.3910709934;-2.2467784146;-1.7299469191;0.0959670782;0.0959785139;0.0754965350;0.1408441089;0.0916850795
14.0700424328;-1.8189814460;-1.8191578520;-1.3910709934;-2.2291757002;-1.7299468389;0.0959670782;0.0959785139;0.0754965350;0.1408441089;0.0926867369
14.0800424028;-1.8188303477;-1.8189814460;-1.3910709934;-2.2290622964;-1.7475497135;0.0959670782;0.0959785139;0.0754965350;0.1408441089;0.0926867369
14.0900423729;-1.8189814460;-1.8191576030;-1.3910709934;-2.2468918986;-1.7476630372;0.0959670782;0.0959785139;0.0754965350;0.1408441089;0.0926867369
14.1000423430;-1.8189814460;-1.8191574787;-1.3910709934;-2.2290622964;-1.7298334350;0.0959670782;0.0959827442;0.0754965350;0.1408448129;0.0926867369
14.1100423131;-1.8189814460;-1.8191573547;-1.3910709934;-2.2468918986;-1.7653795553;0.0959670782;0.0969782901;0.0754965350;0.1418460036;0.0926867369
14.1200422833;-1.8011518438;-1.8368110482;-1.3910709934;-2.2468918986;-1.7477760417;0.0959670782;0.0969782901;0.0754965350;0.1418460036;0.0926867369
14.1300422535;-1.8188308793;-1.8366353871;-1.3910709934;-2.2290622964;-1.7653797144;0.0959670782;0.0969782901;0.0764999410;0.1418460036;0.0926867369
14.1400422238;-1.8013023046;-1.8189814460;-1.3911963774;-2.2468918986;-1.7477758828;0.0959670782;0.0969782901;0.0764999410;0.1418460036;0.0926867369
14.1500421941;-1.8188310909;-1.8366356340;-1.4089005956;-2.2468918986;-1.7653798731;0.0959670782;0.0969782901;0.0764999410;0.1418460036;0.0926867369
14.1600421644;-1.8013020933;-1.8368110482;-1.4089005956;-2.2470045857;-1.7477757243;0.0959670782;0.0969782901;0.0764999410;0.1418460036;0.0926867369
14.1700421348;-1.8188313020;-1.8366358802;-1.4089005956;-2.2647215008;-1.7477756452;0.0959670782;0.0969824996;0.0764999410;0.1418460036;0.0926867369
14.1800421053;-1.8011518438;-1.8366360030;-1.4089005956;-2.2647215008;-1.7476630372;0.0959670782;0.0979780662;0.0764999410;0.1418467037;0.0926867369
14.1900420757;-1.8188315124;-1.8368110482;-1.4089005956;-2.2647215008;-1.7476630372;0.0959670782;0.0979780662;0.0764999410;0.1428478784;0.0926867369
14.2000420463;-1.8189814460;-1.8368110482;-1.4089005956;-2.2647215008;-1.7654926394;0.0959712784;0.0979780662;0.0764999410;0.1428478784;0.0926874363
14.2100420168;-1.8189814460;-1.8368110482;-1.4089005956;-2.2647215008;-1.7654926394;0.0969667353;0.0979780662;0.0764999410;0.1428478784;0.0936890657
14.2200419874;-1.8189814460;-1.8544660948;-1.4089005956;-2.2647215008;-1.7477752515;0.0969667353;0.0979780662;0.0764999410;0.1428478784;0.0936890657
14.2300419580;-1.8189814460;-1.8368110482;-1.4089005956;-2.2647215008;-1.7654926394;0.0969667353;0.0979780662;0.0764999410;0.1428478784;0.0936890657
14.2400419287;-1.8188320359;-1.8369853599;-1.4089005956;-2.2647215008;-1.7654926394;0.0969667353;0.0979780662;0.0764999410;0.1428478784;0.0936890657
14.2500418994;-1.8189814460;-1.8368110482;-1.4089005956;-2.2647215008;-1.7654926394;0.0969667353;0.0979780662;0.0764999410;0.1428478784;0.0936890657
14.2600418702;-1.8189814460;-1.8369851168;-1.4089005956;-2.2648334021;-1.7654926394;0.0969667353;0.0979780662;0.0764999410;0.1428485746;0.0936890657
14.2700418410;-1.8189814460;-1.8546406504;-1.4267301978;-2.2647215008;-1.7654926394;0.0969667353;0.0979780662;0.0775033054;0.1438497335;0.0936890657
14.2800418118;-1.8189814460;-1.8369848744;-1.4089005956;-2.2825511030;-1.7478865281;0.0969667353;0.0979780662;0.0775033054;0.1438497335;0.0936890657
14.2900417827;-1.8189814460;-1.8369847534;-1.4089005956;-2.2825511030;-1.7654926394;0.0969667353;0.0979780662;0.0775033054;0.1438497335;0.0936890657
14.3000417537;-1.8189814460;-1.8369846326;-1.4089005956;-2.2825511030;-1.7654926394;0.0969667353;0.0979780662;0.0775033054;0.1438497335;0.0936897603
14.3100417246;-1.8189814460;-1.8544671866;-1.4266062950;-2.2824395905;-1.7832107292;0.0969667353;0.0979822349;0.0775033054;0.1438497335;0.0946913701
14.3200416956;-1.8189814460;-1.8546406504;-1.4267301978;-2.2648329358;-1.7833222416;0.0969667353;0.0989778424;0.0775033054;0.1438497335;0.0946913701
14.3300416667;-1.8189814460;-1.8369842712;-1.4267301978;-2.2825511030;-1.7833222416;0.0969667353;0.0989778424;0.0775033054;0.1438497335;0.0946913701
14.3400416378;-1.8189814460;-1.8546406504;-1.4267301978;-2.2825511030;-1.7832109612;0.0969667353;0.0989778424;0.0775033054;0.1438497335;0.0946913701
14.3500416089;-1.8188331749;-1.8546406504;-1.4267301978;-2.2825511030;-1.7654926394;0.0969667353;0.0989778424;0.0775033054;0.1438497335;0.0946913701
14.3600415800;-1.8189814460;-1.8722973894;-1.4267301978;-2.2825511030;-1.7832111153;0.0969667353;0.0989778424;0.0775033054;0.1438497335;0.0946913701
14.3700415512;-1.8189814460;-1.8546406504;-1.4267301978;-2.2825511030;-1.7654926394;0.0969667353;0.0989778424;0.0775033054;0.1438497335;0.0946913701
14.3800415225;-1.8189814460;-1.8724702526;-1.4266192251;-2.2826620756;-1.7656036120;0.0969667353;0.0989778424;0.0775033054;0.1438497335;0.0946913701
14.3900414938;-1.8189814460;-1.8724702526;-1.4178816094;-2.2825511030;-1.7833222416;0.0969667353;0.0989819880;0.0775033054;0.1438504235;0.0946913701
14.4000414651;-1.8189814460;-1.8724702526;-1.4267301978;-2.2825511030;-1.7833222416;0.0969667353;0.0999776186;0.0775033054;0.1448515572;0.0946913701
14.4100414365;-1.8189814460;-1.8722979859;-1.4267301978;-2.3003807052;-1.7833222416;0.0969667353;0.0999776186;0.0785066291;0.1448515572;0.0946913701
14.4200414079;-1.8368110482;-1.8548127983;-1.4267301978;-2.2825511030;-1.7832115751;0.0969667353;0.0999776186;0.0785066291;0.1448515572;0.0946913701
14.4300413793;-1.8368110482;-1.8548126796;-1.4090234736;-2.2825511030;-1.7656032296;0.0969667353;0.0999776186;0.0785066291;0.1448515572;0.0946913701
14.4400413508;-1.8189814460;-1.8724702526;-1.4266074044;-2.3003807052;-1.7833222416;0.0969667353;0.0999776186;0.0785066291;0.1448515572;0.0946913701
14.4500413223;-1.8368110482;-1.8724702526;-1.4267301978;-2.3003807052;-1.7833222416;0.0969667353;0.0999776186;0.0785066291;0.1448515572;0.0946913701
14.4600412939;-1.8366638988;-1.8724702526;-1.4267301978;-2.3003807052;-1.7833222416;0.0969667353;0.0999776186;0.0785066291;0.1448522438;0.0946913701
14.4700412655;-1.8366639999;-1.8901282985;-1.4267301978;-2.3003807052;-1.7834325278;0.0969667353;0.0999776186;0.0785066291;0.1458533641;0.0946913701
14.4800412371;-1.8368110482;-1.8724702526;-1.4267301978;-2.2826613134;-1.8011518438;0.0969667353;0.0999776186;0.0785066291;0.1458533641;0.0946920561
14.4900412088;-1.8366642018;-1.8726415734;-1.4090229676;-2.3003807052;-1.8011518438;0.0969708519;0.0999776186;0.0785066291;0.1458533641;0.0956936313
14.5000411805;-1.8368110482;-1.8724702526;-1.4267301978;-2.3003807052;-1.7833222416;0.0979663923;0.0999776186;0.0785066291;0.1458533641;0.0956936313
14.5100411523;-1.8368110482;-1.8724702526;-1.4267301978;-2.3003807052;-1.7833222416;0.0979663923;0.0999776186;0.0785066291;0.1458533641;0.0956936313
14.5200411241;-1.8368110482;-1.8901288860;-1.4267301978;-2.3003807052;-1.7833222416;0.0979663923;0.0999776186;0.0785066291;0.1458533641;0.0956936313
14.5300410959;-1.8368110482;-1.8724702526;-1.4267301978;-2.3003807052;-1.8010420105;0.0979663923;0.0999776186;0.0785066291;0.1458533641;0.0956936313
14.5400410678;-1.8368110482;-1.8724702526;-1.4267301978;-2.3003807052;-1.8011518438;0.0979663923;0.0999776186;0.0785066291;0.1458533641;0.0956936313
14.5500410397;-1.8369572924;-1.8724702526;-1.4267301978;-2.3003807052;-1.7834319247;0.0979663923;0.0999776186;0.0785066291;0.1458533641;0.0956936313
14.5600410116;-1.8368110482;-1.8724702526;-1.4267301978;-2.3004903134;-1.7834318498;0.0979663923;0.0999776186;0.0785066291;0.1458533641;0.0956936313
14.5700409836;-1.8368110482;-1.8726406378;-1.4267301978;-2.3181007740;-1.8011518438;0.0979663923;0.0999776186;0.0785066291;0.1458540456;0.0956936313
14.5800409556;-1.8368110482;-1.8902998548;-1.4267301978;-2.3182103074;-1.8011518438;0.0979663923;0.0999776186;0.0785066291;0.1468551451;0.0956936313
14.5900409277;-1.8368110482;-1.8902998548;-1.4268517356;-2.3182103074;-1.8011518438;0.0979663923;0.0999776186;0.0795099017;0.1468551451;0.0956936313
14.6000408998;-1.8368110482;-1.8902998548;-1.4444383449;-2.3182103074;-1.8011518438;0.0979663923;0.0999817049;0.0795099017;0.1468551451;0.0956943117
14.6100408719;-1.8369566950;-1.8902998548;-1.4445598000;-2.3182103074;-1.8011518438;0.0979663923;0.1009773948;0.0795099017;0.1468551451;0.0966958642
14.6200408441;-1.8368110482;-1.8724702526;-1.4444385101;-2.3182103074;-1.8011518438;0.0979704726;0.1009773948;0.0795099017;0.1468551451;0.0966958642
14.6300408163;-1.8369564970;-1.8902998548;-1.4445598000;-2.3182103074;-1.8011518438;0.0989660494;0.1009773948;0.0795099017;0.1468551451;0.0966958642
14.6400407886;-1.8368110482;-1.8902998548;-1.4445598000;-2.3182103074;-1.8011518438;0.0989660494;0.1009773948;0.0795099017;0.1468551451;0.0966958642
14.6500407609;-1.8369562995;-1.8902998548;-1.4445598000;-2.3359309711;-1.8011518438;0.0989660494;0.1009773948;0.0795099017;0.1468551451;0.0966958642
14.6600407332;-1.8369562010;-1.8902998548;-1.4444388393;-2.3182103074;-1.8011518438;0.0989660494;0.1009773948;0.0795099017;0.1468551451;0.0966958642
14.6700407056;-1.8369561026;-1.8726394827;-1.4268510764;-2.3182103074;-1.8011518438;0.0989660494;0.1009773948;0.0795099017;0.1468551451;0.0966958642
14.6800406780;-1.8546406504;-1.8902998548;-1.4267301978;-2.3360399096;-1.8188727289;0.0989660494;0.1009814589;0.0795099017;0.1468551451;0.0966958642
14.6900406504;-1.8546406504;-1.8726392535;-1.4445598000;-2.3359312661;-1.8011518438;0.0989660494;0.1019771710;0.0795099017;0.1468558210;0.0966958642
14.7000406229;-1.8546406504;-1.8902998548;-1.4445598000;-2.3360399096;-1.8011518438;0.0989660494;0.1019771710;0.0795099017;0.1478568981;0.0966958642
14.7100405954;-1.8546406504;-1.9081294570;-1.4445598000;-2.3360399096;-1.8011518438;0.0989660494;0.1019771710;0.0795099017;0.1478568981;0.0966958642
14.7200405680;-1.8546406504;-1.9081294570;-1.4445598000;-2.3360399096;-1.8012602671;0.0989660494;0.1019771710;0.0795099017;0.1478568981;0.0966958642
14.7300405405;-1.8544961836;-1.8902998548;-1.4445598000;-2.3360399096;-1.8011518438;0.0989660494;0.1019771710;0.0795099017;0.1478568981;0.0966958642
14.7400405132;-1.8546406504;-1.9081294570;-1.4445598000;-2.3359316326;-1.8188731691;0.0989660494;0.1019771710;0.0795099017;0.1478568981;0.0966958642
14.7500404858;-1.8546406504;-1.8904681720;-1.4445598000;-2.3360399096;-1.8011518438;0.0989660494;0.1019771710;0.0795099017;0.1478568981;0.0966958642
14.7600404585;-1.8546406504;-1.9081294570;-1.4445598000;-2.3360399096;-1.8011518438;0.0989660494;0.1019771710;0.0795099017;0.1478568981;0.0966958642
14.7700404313;-1.8546406504;-1.9081294570;-1.4622693375;-2.3360399096;-1.8011518438;0.0989660494;0.1019771710;0.0805131243;0.1478575704;0.0966958642
14.7800404040;-1.8547846310;-1.9081294570;-1.4446797838;-2.3360399096;-1.8011518438;0.0989660494;0.1019771710;0.0805131243;0.1488586329;0.0966958642
14.7900403769;-1.8723263688;-1.9081294570;-1.4623894021;-2.3538695118;-1.8189814460;0.0989660494;0.1019812051;0.0805131243;0.1488586329;0.0966958642
14.8000403497;-1.8546406504;-1.9081294570;-1.4445598000;-2.3360399096;-1.8012596841;0.0989660494;0.1029769472;0.0805131243;0.1488586329;0.0966958642
14.8100403226;-1.8546406504;-1.9259590591;-1.4446795421;-2.3361476775;-1.8012596117;0.0989660494;0.1029769472;0.0805131243;0.1488586329;0.0966958642
14.8200402955;-1.8546406504;-1.9257915327;-1.4623894021;-2.3360399096;-1.8188737504;0.0989660494;0.1029769472;0.0805131243;0.1488586329;0.0966958642
14.8300402685;-1.8546406504;-1.9259590591;-1.4446793815;-2.3538695118;-1.8189814460;0.0989700721;0.1029769472;0.0805131243;0.1488593025;0.0966958642
14.8400402414;-1.8546406504;-1.9259590591;-1.4623894021;-2.3538695118;-1.8189814460;0.0999657064;0.1029769472;0.0805131243;0.1498603541;0.0966958642
14.8500402145;-1.8546406504;-1.9082966468;-1.4446792213;-2.3538695118;-1.8189814460;0.0999657064;0.1029769472;0.0805131243;0.1498603541;0.0966958642
14.8600401875;-1.8547838600;-1.9257919812;-1.4623894021;-2.3538695118;-1.8189814460;0.0999657064;0.1029769472;0.0805131243;0.1498603541;0.0966958642
14.8700401606;-1.8724702526;-1.9261260253;-1.4623894021;-2.3716991140;-1.8189814460;0.0999657064;0.1029769472;0.0805131243;0.1498603541;0.0966965323
14.8800401338;-1.8723272344;-1.9259590591;-1.4623894021;-2.3538695118;-1.8189814460;0.0999657064;0.1029809570;0.0805131243;0.1498603541;0.0976980353
14.8900401070;-1.8547835730;-1.9436219182;-1.4623894021;-2.3538695118;-1.8368110482;0.0999657064;0.1039767234;0.0805131243;0.1498603541;0.0976980353
14.9000400802;-1.8547834776;-1.9436220295;-1.4623894021;-2.3715919935;-1.8189814460;0.0999657064;0.1039767234;0.0805131243;0.1498603541;0.0976980353
14.9100400534;-1.8724702526;-1.9261255798;-1.4623894021;-2.3715920650;-1.8189814460;0.0999657064;0.1039767234;0.0815163089;0.1498603541;0.0976980353
14.9200400267;-1.8546406504;-1.9259590591;-1.4623894021;-2.3538695118;-1.8189814460;0.0999657064;0.1039767234;0.0815163089;0.1498603541;0.0976980353
14.9300400000;-1.8724702526;-1.9261253579;-1.4623894021;-2.3716991140;-1.8368110482;0.0999657064;0.1039767234;0.0815163089;0.1498610192;0.0976980353
14.9400399734;-1.8724702526;-1.9259590591;-1.4623894021;-2.3716991140;-1.8368110482;0.0999657064;0.1039767234;0.0815163089;0.1508620528;0.0976987003
14.9500399467;-1.8724702526;-1.9261251366;-1.4625080289;-2.3716991140;-1.8368110482;0.0999696971;0.1039767234;0.0815163089;0.1508620528;0.0987001907
14.9600399202;-1.8724702526;-1.9437886613;-1.4625079500;-2.3716991140;-1.8190881391;0.1009653635;0.1039767234;0.0815163089;0.1508620528;0.0987001907
14.9700398936;-1.8724702526;-1.9259590591;-1.4802190043;-2.3716991140;-1.8368110482;0.1009653635;0.1039767234;0.0815163089;0.1508620528;0.0987001907
14.9800398671;-1.8724702526;-1.9436229147;-1.4625077926;-2.3716991140;-1.8368110482;0.1009653635;0.1039767234;0.0815163089;0.1508620528;0.0987001907
14.9900398406;-1.8724702526;-1.9437886613;-1.4802190043;-2.3716991140;-1.8369175289;0.1009653635;0.1039767234;0.0815163089;0.1508620528;0.0987001907
15.0000398142;-1.8724702526;-1.9261245860;-1.4802190043;-2.3716991140;-1.8545342403;0.1009653635;0.1039767234;0.0815163089;0.1508620528;0.0987001907
15.0100397878;-1.8724702526;-1.9437886613;-1.4623894021;-2.3716991140;-1.8369173878;0.1009653635;0.1039806986;0.0815163089;0.1508620528;0.0987001907
15.0200397614;-1.8724702526;-1.9437886613;-1.4802190043;-2.3716991140;-1.8369173173;0.1009653635;0.1049764996;0.0825194641;0.1508627139;0.0987008521
15.0300397351;-1.8726118510;-1.9437886613;-1.4802190043;-2.3718053128;-1.8368110482;0.1009653635;0.1049764996;0.0825194641;0.1518637315;0.0997023283
15.0400397088;-1.8726117573;-1.9437886613;-1.4802190043;-2.3716991140;-1.8546406504;0.1009653635;0.1049764996;0.0825194641;0.1518637315;0.0997023283
15.0500396825;-1.8901584435;-1.9437886613;-1.4802190043;-2.3894226577;-1.8546406504;0.1009653635;0.1049764996;0.0825194641;0.1518637315;0.0997023283
15.0600396563;-1.8901585369;-1.9437886613;-1.4802190043;-2.3716991140;-1.8546406504;0.1009653635;0.1049764996;0.0825194641;0.1518637315;0.0997023283
15.0700396301;-1.8901586302;-1.9437886613;-1.4802190043;-2.3895287161;-1.8546406504;0.1009653635;0.1049764996;0.0825194641;0.1518637315;0.0997023283
15.0800396040;-1.8902998548;-1.9437886613;-1.4802190043;-2.3895287161;-1.8546406504;0.1009653635;0.1049764996;0.0825194641;0.1518637315;0.0997023283
15.0900395778;-1.8902998548;-1.9437886613;-1.4979310745;-2.3718048927;-1.8546406504;0.1009653635;0.1049804538;0.0835226009;0.1518637315;0.0997023283
15.1000395517;-1.8901589093;-1.9616182635;-1.4802190043;-2.3895287161;-1.8723645435;0.1009653635;0.1059762757;0.0835226009;0.1518643892;0.0997023283
15.1100395257;-1.8724702526;-1.9616182635;-1.4803363816;-2.3895287161;-1.8546406504;0.1009693121;0.1059762757;0.0835226009;0.1528653927;0.0997023283
15.1200394997;-1.8726110126;-1.9439528814;-1.4979313065;-2.3895287161;-1.8546406504;0.1019650206;0.1059762757;0.0835226009;0.1528653927;0.0997023283
15.1300394737;-1.8901591873;-1.9616182635;-1.4979313836;-2.3718046146;-1.8546406504;0.1019650206;0.1059762757;0.0835226009;0.1528653927;0.0997023283
15.1400394477;-1.8902998548;-1.9616182635;-1.4802190043;-2.3895287161;-1.8546406504;0.1019650206;0.1059762757;0.0835226009;0.1528653927;0.0997023283
15.1500394218;-1.8902998548;-1.9616182635;-1.4803360733;-2.3895287161;-1.8546406504;0.1019650206;0.1059762757;0.0835226009;0.1528660482;0.0997023283
15.1600393959;-1.8902998548;-1.9614544745;-1.4803359965;-2.3895287161;-1.8546406504;0.1019650206;0.1059762757;0.0835226009;0.1538670430;0.0997023283
15.1700393701;-1.8902998548;-1.9616182635;-1.4980486065;-2.3895287161;-1.8546406504;0.1019650206;0.1059762757;0.0835226009;0.1538670430;0.0997029833
15.1800393443;-1.8902998548;-1.9616182635;-1.4980486065;-2.4072531634;-1.8723650976;0.1019650206;0.1059762757;0.0835226009;0.1538670430;0.1007044332
15.1900393185;-1.8902998548;-1.9614547963;-1.4803357666;-2.4073583183;-1.8546406504;0.1019650206;0.1059762757;0.0835226009;0.1538670430;0.1007044332
15.2000392927;-1.8902998548;-1.9616182635;-1.4980486065;-2.4073583183;-1.8723652353;0.1019650206;0.1059762757;0.0835226009;0.1538670430;0.1007044332
15.2100392670;-1.8902998548;-1.9794478657;-1.4980486065;-2.4073583183;-1.8723653040;0.1019650206;0.1059762757;0.0835226009;0.1538670430;0.1007044332
15.2200392413;-1.8902998548;-1.9617814102;-1.4980486065;-2.4250830405;-1.8547455304;0.1019650206;0.1059762757;0.0845257038;0.1538670430;0.1007044332
15.2300392157;-1.8902998548;-1.9792848256;-1.4980486065;-2.4073583183;-1.8723654411;0.1019650206;0.1059801939;0.0845257038;0.1538670430;0.1007044332
15.2400391901;-1.8904395122;-1.9794478657;-1.5157618275;-2.4073583183;-1.8724702526;0.1019650206;0.1069760519;0.0845257038;0.1538670430;0.1007044332
15.2500391645;-1.8904394211;-1.9794478657;-1.4981649118;-2.4073583183;-1.8724702526;0.1019650206;0.1069760519;0.0845257038;0.1538670430;0.1007044332
15.2600391389;-1.8902998548;-1.9794478657;-1.4981648360;-2.4073583183;-1.8724702526;0.1019650206;0.1069760519;0.0845257038;0.1538676939;0.1007044332
15.2700391134;-1.9081294570;-1.9794478657;-1.4981647603;-2.4251879205;-1.8723657142;0.1019650206;0.1069760519;0.0845257038;0.1548686697;0.1007044332
15.2800390879;-1.8904391485;-1.9794478657;-1.4980486065;-2.4250834502;-1.8724702526;0.1019650206;0.1069760519;0.0845257038;0.1548686697;0.1007044332
15.2900390625;-1.9079902538;-1.9794478657;-1.4980486065;-2.4251879205;-1.8724702526;0.1019689229;0.1069760519;0.0845257038;0.1548686697;0.1007044332
15.3000390371;-1.8902998548;-1.9794478657;-1.4981645337;-2.4251879205;-1.8724702526;0.1029646776;0.1069799522;0.0845257038;0.1548686697;0.1007044332
15.3100390117;-1.9079904347;-1.9796100583;-1.4980486065;-2.4073583183;-1.8724702526;0.1029646776;0.1079758281;0.0845257038;0.1548686697;0.1007044332
15.3200389864;-1.9081294570;-1.9794478657;-1.4981643832;-2.4250837216;-1.8724702526;0.1029646776;0.1079758281;0.0845257038;0.1548686697;0.1007044332
15.3300389610;-1.9081294570;-1.9794478657;-1.5158782087;-2.4251879205;-1.8724702526;0.1029646776;0.1079758281;0.0845257038;0.1548686697;0.1007044332
15.3400389358;-1.9079907052;-1.9971155909;-1.4981642330;-2.4251879205;-1.8724702526;0.1029646776;0.1079758281;0.0845257038;0.1548686697;0.1007044332
15.3500389105;-1.9079907951;-1.9972774679;-1.5158782087;-2.4251879205;-1.8724702526;0.1029646776;0.1079758281;0.0845257038;0.1548686697;0.1007044332
15.3600388853;-1.8902998548;-1.9794478657;-1.5158782087;-2.4251879205;-1.8724702526;0.1029646776;0.1079758281;0.0845257038;0.1548686697;0.1007044332
15.3700388601;-1.9081294570;-1.9971159052;-1.5158782087;-2.4251879205;-1.8901959930;0.1029646776;0.1079758281;0.0845257038;0.1548693159;0.1007050797
15.3800388350;-1.9081294570;-1.9794478657;-1.5158782087;-2.4251879205;-1.8724702526;0.1029646776;0.1079758281;0.0845257038;0.1558702731;0.1017064955
15.3900388098;-1.9081294570;-1.9972774679;-1.4981638593;-2.4251879205;-1.8902998548;0.1029646776;0.1079758281;0.0845257038;0.1558702731;0.1017064955
15.4000387847;-1.9081294570;-1.9972774679;-1.5158782087;-2.4429138622;-1.8725739130;0.1029646776;0.1079758281;0.0855287608;0.1558702731;0.1017064955
15.4100387597;-1.9081294570;-1.9972774679;-1.5158782087;-2.4251879205;-1.8902998548;0.1029646776;0.1079758281;0.0855287608;0.1558702731;0.1017064955
15.4200387347;-1.8904378904;-1.9971164263;-1.5159932384;-2.4251879205;-1.8724702526;0.1029646776;0.1079758281;0.0855287608;0.1558702731;0.1017064955
15.4300387097;-1.9081294570;-1.9971165302;-1.5158782087;-2.4251879205;-1.8724702526;0.1029646776;0.1079758281;0.0855287608;0.1558702731;0.1017064955
15.4400386847;-1.9081294570;-1.9796086998;-1.5158782087;-2.4251879205;-1.8724702526;0.1029646776;0.1079758281;0.0855287608;0.1558702731;0.1017064955
15.4500386598;-1.9258212902;-1.9972774679;-1.5158782087;-2.4430175227;-1.8725735793;0.1029646776;0.1079796907;0.0855287608;0.1558702731;0.1017064955
15.4600386349;-1.9259590591;-1.9972774679;-1.5158782087;-2.4430175227;-1.8902998548;0.1029646776;0.1089756043;0.0855287608;0.1558702731;0.1017064955
15.4700386100;-1.9081294570;-1.9971169442;-1.5158782087;-2.4252911144;-1.8902998548;0.1029646776;0.1089756043;0.0855287608;0.1558702731;0.1017064955
15.4800385852;-1.9259590591;-1.9972774679;-1.5158782087;-2.4251879205;-1.8902998548;0.1029646776;0.1089756043;0.0855287608;0.1558702731;0.1017064955
15.4900385604;-1.9081294570;-1.9972774679;-1.5158782087;-2.4251879205;-1.8902998548;0.1029646776;0.1089756043;0.0855287608;0.1558702731;0.1017064955
15.5000385356;-1.9081294570;-1.9974376826;-1.5158782087;-2.4430175227;-1.8902998548;0.1029646776;0.1089756043;0.0855287608;0.1558702731;0.1017064955
15.5100385109;-1.9259590591;-2.0149469582;-1.5159925744;-2.4251879205;-1.8902998548;0.1029646776;0.1089794521;0.0865317903;0.1558702731;0.1017064955
15.5200384862;-1.9081294570;-2.0151070701;-1.5158782087;-2.4430175227;-1.8902998548;0.1029646776;0.1099753805;0.0865317903;0.1558702731;0.1017064955
15.5300384615;-1.9082665199;-2.0151070701;-1.5337078109;-2.4251879205;-1.8902998548;0.1029646776;0.1099753805;0.0865317903;0.1558702731;0.1017064955
15.5400384369;-1.9258220840;-1.9974372723;-1.5335936649;-2.4251879205;-1.8902998548;0.1029646776;0.1099753805;0.0865317903;0.1558702731;0.1017071349
15.5500384123;-1.9258221716;-1.9974371700;-1.5337078109;-2.4429148571;-1.8902998548;0.1029646776;0.1099753805;0.0865317903;0.1558702731;0.1027085223
15.5600383877;-1.9082662570;-2.0151070701;-1.5337078109;-2.4430175227;-1.8902998548;0.1029685126;0.1099753805;0.0865317903;0.1558702731;0.1027085223
15.5700383632;-1.9259590591;-2.0151070701;-1.5337078109;-2.4251879205;-1.8902998548;0.1039643347;0.1099753805;0.0865317903;0.1558702731;0.1027085223
15.5800383387;-1.9259590591;-2.0151070701;-1.5514235587;-2.4251879205;-1.8902998548;0.1039643347;0.1099753805;0.0875348024;0.1558702731;0.1027085223
15.5900383142;-1.9258225210;-2.0151070701;-1.5337078109;-2.4252903241;-1.9080270534;0.1039643347;0.1099753805;0.0875348024;0.1558702731;0.1027085223
15.6000382897;-1.9259590591;-2.0151070701;-1.5337078109;-2.4430175227;-1.8902998548;0.1039643347;0.1099753805;0.0875348024;0.1558702731;0.1027085223
15.6100382653;-1.9081294570;-2.0152661615;-1.5514237764;-2.4251879205;-1.8902998548;0.1039643347;0.1099753805;0.0875348024;0.1558702731;0.1027085223
15.6200382409;-1.9259590591;-2.0152660602;-1.5515374131;-2.4251879205;-1.8904020627;0.1039643347;0.1099753805;0.0875348024;0.1558702731;0.1027085223
15.6300382166;-1.9260952496;-2.0151070701;-1.5515374131;-2.4251879205;-1.8902998548;0.1039643347;0.1099753805;0.0875348024;0.1558702731;0.1027085223
15.6400381922;-1.9259590591;-2.0152658579;-1.5515374131;-2.4251879205;-1.8902998548;0.1039643347;0.1099753805;0.0875348024;0.1558702731;0.1027085223
15.6500381679;-1.9259590591;-2.0327779854;-1.5337078109;-2.4251879205;-1.9080274440;0.1039643347;0.1099791940;0.0875348024;0.1558702731;0.1027085223
15.6600381437;-1.9259590591;-2.0327780863;-1.5514241374;-2.4429155746;-1.8902998548;0.1039643347;0.1109751567;0.0875348024;0.1558702731;0.1027085223
15.6700381194;-1.9436528168;-2.0151070701;-1.5338210147;-2.4251879205;-1.9080275735;0.1039643347;0.1109751567;0.0875348024;0.1558702731;0.1027085223
15.6800380952;-1.9259590591;-2.0152654549;-1.5515374131;-2.4429157039;-1.8902998548;0.1039643347;0.1109751567;0.0875348024;0.1558702731;0.1027085223
15.6900380711;-1.9259590591;-2.0329366723;-1.5515374131;-2.4252896748;-1.9081294570;0.1039643347;0.1109751567;0.0875348024;0.1558702731;0.1027085223
15.7000380469;-1.9259590591;-2.0327784882;-1.5515374131;-2.4251879205;-1.8904015445;0.1039681357;0.1109751567;0.0875348024;0.1558702731;0.1027085223
15.7100380228;-1.9259590591;-2.0329366723;-1.5515374131;-2.4250862952;-1.9081294570;0.1049639918;0.1109751567;0.0875348024;0.1558702731;0.1027085223
