Time (s);Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run1;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run2;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run3;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run4;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run5;Fᵧ (N) --sensor: Force --remote: 1 --Run1;Fᵧ (N) --sensor: Force --remote: 1 --Run2;Fᵧ (N) --sensor: Force --remote: 1 --Run3;Fᵧ (N) --sensor: Force --remote: 1 --Run4;Fᵧ (N) --sensor: Force --remote: 1 --Run5;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run1;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run2;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run3;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run4;rᵧ (m) --sensor: Wheel Position --remote: 1 --Run5
2.1202739726;-8.4356289570;-3.3744261634;-13.6560009351;-11.7492971235;-5.0873652265;-3.1694915184;-0.9637742149;-2.7222256447;-2.4528994237;-1.2537083131;0.1099490990;-0.1673411506;-0.0314692815;-0.0663518282;-0.1590126444
2.1302727273;-8.4586179142;-3.3099643369;-13.5585094679;-11.4120476517;-4.7637771326;-3.1694915184;-0.9413323976;-2.7158944234;-2.3869609983;-1.2003202629;0.1099490990;-0.1692905694;-0.0324918057;-0.0714407182;-0.1630936165
2.1402714932;-8.4958757279;-3.2641342177;-13.3950903627;-11.0103047709;-4.5159581287;-3.1694915184;-0.9248481120;-2.7055914928;-2.3187760675;-1.1530200140;0.1099490990;-0.1692905694;-0.0345365969;-0.0775458258;-0.1661539610
2.1502702703;-8.5189624479;-3.2423289154;-13.2623530891;-10.4892428966;-4.3071313005;-3.1714598942;-0.9127071726;-2.6910191186;-2.2466559900;-1.1098404628;0.1099490990;-0.1692905694;-0.0365811335;-0.0846624879;-0.1692139242
2.1602690583;-8.5199960223;-3.3501099750;-13.0429019143;-10.0484054785;-4.0775591180;-3.1693995190;-0.9067465983;-2.6683521039;-2.1702302713;-1.0730264077;0.1099490990;-0.1692905694;-0.0406697019;-0.0917739794;-0.1712536479
2.1702678571;-8.5309466265;-3.4534924386;-12.8225949758;-9.5391219119;-3.9818893077;-3.1674307307;-0.9089172947;-2.6414169541;-2.0878069401;-1.0441782418;0.1099490990;-0.1692905694;-0.0437357532;-0.0978771398;-0.1732931222
2.1802666667;-8.5360178475;-3.5418170724;-12.5887889178;-9.0350197817;-3.8273786980;-3.1673395454;-0.9132572285;-2.6102885630;-2.0074443243;-1.0154212358;0.1099490990;-0.1692639666;-0.0457746828;-0.1049872226;-0.1743127357
2.1902654867;-8.5418879836;-3.6910941566;-12.2851484111;-8.6332998048;-3.7485877018;-3.1652791594;-0.9298510245;-2.5669426075;-1.9249300657;-0.9929365482;0.1099490990;-0.1682355605;-0.0478223591;-0.1110891141;-0.1753322267
2.2002643172;-8.6166779939;-3.8686865508;-11.9955635420;-8.1819428194;-3.7029511265;-3.1632187698;-0.9486131278;-2.5194033772;-1.8383853430;-0.9786030123;0.1099490990;-0.1662053481;-0.0518909537;-0.1182021722;-0.1753322267
2.2102631579;-8.8479166895;-4.0423329441;-11.6380751422;-7.5100089189;-3.7263833055;-3.1611583768;-0.9754005264;-2.4658270012;-1.7561421041;-0.9684802392;0.1099490990;-0.1631995804;-0.0559634911;-0.1253101892;-0.1753322267
2.2202620087;-9.1132008056;-4.3552175329;-11.3675725068;-7.0801712421;-3.8609974565;-3.1569475932;-1.0046788148;-2.4080573345;-1.6755996180;-0.9665990417;0.1099490990;-0.1601676697;-0.0610482359;-0.1314102199;-0.1753322267
2.2302608696;-9.9615779574;-4.5145807877;-11.0093128861;-6.7151677100;-3.9576606630;-3.1506767942;-1.0437220732;-2.3502882532;-1.5911154667;-0.9708094409;0.1099490990;-0.1561599716;-0.0661324880;-0.1385168903;-0.1753322267
2.2402597403;-11.3146043334;-4.7714142041;-10.5675269582;-6.2705962672;-4.1018790355;-3.1382243944;-1.0852534521;-2.2884692359;-1.5068088994;-0.9791406497;0.1089283564;-0.1521522695;-0.0712205397;-0.1446114243;-0.1732944370
2.2502586207;-12.7084861781;-5.0675417596;-10.2734911743;-5.9333013079;-4.2244290933;-3.1217396175;-1.1348130027;-2.2244478779;-1.4306554428;-0.9915926782;0.1079077301;-0.1481187601;-0.0773162063;-0.1507053781;-0.1712568794
2.2602575107;-13.9385595103;-5.3632201433;-9.8460605186;-5.4538610227;-4.3323557521;-3.1030179042;-1.1926148440;-2.1544566901;-1.3544131006;-1.0101382558;0.1068872191;-0.1431348163;-0.0832429324;-0.1567945099;-0.1692195520
2.2702564103;-14.9317713415;-5.7716976541;-9.4691172496;-5.0396030340;-4.5628143481;-3.0782030069;-1.2483550483;-2.0863151831;-1.2823799690;-1.0310077133;0.1048464256;-0.1391015189;-0.0946276746;-0.1618760793;-0.1661639030
2.2802553191;-14.9123397808;-6.1659971706;-9.0529214881;-4.6700245820;-4.7849066633;-3.0493545799;-1.3122327793;-2.0121321759;-1.2165284003;-1.0620042496;0.1017855752;-0.1340663969;-0.1007519565;-0.1679599008;-0.1631085933
2.2902542373;-14.5969364771;-6.6161639064;-8.6511264817;-4.3738816048;-5.0314179972;-3.0203322247;-1.3740497790;-1.9358883357;-1.1528237821;-1.0972085995;0.0987250616;-0.1280801838;-0.1068755644;-0.1720252162;-0.1600536198
2.3002531646;-14.3430087408;-6.9508419993;-8.1729584742;-4.0832040376;-5.2158702261;-2.9810073707;-1.4380315274;-1.8638352966;-1.0930660530;-1.1385072882;0.0956648820;-0.1230452668;-0.1129985040;-0.1770969805;-0.1559807663
2.3102521008;-14.0184588441;-7.4843321227;-7.8076037979;-3.8189166539;-5.5221992775;-2.9355015751;-1.5081948245;-1.7895828854;-1.0376885328;-1.1880484338;0.0905651345;-0.1170336748;-0.1191207812;-0.1811532072;-0.1519083534
2.3202510460;-13.7508798242;-7.8275040393;-7.4240691312;-3.5800182549;-5.7382155425;-2.8797791110;-1.5782542779;-1.7154683938;-0.9945018088;-1.2375030278;0.0854659341;-0.1110220775;-0.1252424015;-0.1841982228;-0.1468183835
2.3302500000;-13.3912307823;-8.2183554258;-7.0402508415;-3.4024423054;-6.0951276947;-2.8199357452;-1.6503745799;-1.6433456690;-0.9533751271;-1.2911647430;0.0803672762;-0.1050104751;-0.1303432091;-0.1872429678;-0.1417289551
2.3402489627;-12.9587365666;-8.6626817083;-6.5696018891;-3.2484142929;-6.4787383764;-2.7579471007;-1.7267187052;-1.5732836920;-0.9185152290;-1.3448257868;0.0742495322;-0.0989988674;-0.1364635325;-0.1902792313;-0.1376578419
2.3502479339;-12.6086293137;-9.0267761734;-6.2228803386;-3.0636363936;-6.6810611801;-2.6898622572;-1.8006959592;-1.5032216753;-0.8939578415;-1.4045837247;0.0671129108;-0.0929872547;-0.1425832156;-0.1912980578;-0.1315518109
2.3602469136;-12.1279767644;-9.6035406849;-5.8648784467;-2.9742313664;-7.0577654934;-2.6157646139;-1.8708574187;-1.4332271864;-0.8712064559;-1.4644261612;0.0609964414;-0.0869756370;-0.1466625811;-0.1933232827;-0.1264639796
2.3702459016;-11.7523953606;-9.9607806396;-5.4726821714;-2.9573431668;-7.5158314572;-2.5413297749;-1.9409171688;-1.3672863918;-0.8508529884;-1.5262446220;0.0538612946;-0.0809885539;-0.1517612633;-0.1943337881;-0.1213766718
2.3802448980;-11.2530589617;-10.3426504795;-5.1670006188;-2.9864386239;-7.8113407185;-2.4546159853;-2.0128367114;-1.2747479962;-0.8406338474;-1.5902914563;0.0467268758;-0.0759544243;-0.1558397929;-0.1943337881;-0.1152725254
2.3902439024;-10.8022888392;-10.6022007898;-4.8466192807;-3.0686110850;-8.1377923889;-2.3659261419;-2.0768151452;-1.2297225686;-0.8388240361;-1.6601856078;0.0385740796;-0.0699671328;-0.1609374389;-0.1943337881;-0.1101862515
2.4002429150;-10.2874486916;-10.9748347804;-4.5001619828;-3.2271751997;-8.6199636641;-2.2732815284;-2.1447149653;-1.1924648445;-0.8409675837;-1.7261257686;0.0304221018;-0.0649574351;-0.1639957194;-0.1943257737;-0.1040833355
2.4102419355;-9.6665066473;-11.1834021113;-4.2180297829;-3.3685833993;-9.0439855437;-2.1783271098;-2.2065325900;-1.1471304514;-0.8534144051;-1.7922314951;0.0232898313;-0.0599477334;-0.1670536955;-0.1922973337;-0.0989980786
2.4202409639;-9.1591110199;-11.4922181037;-4.0582732006;-3.5521026677;-9.4416747645;-2.0794172443;-2.2662894751;-1.1039227676;-0.8700645768;-1.8601494306;0.0151394701;-0.0549620768;-0.1701113696;-0.1902690611;-0.0939133238
2.4302400000;-8.4211445961;-11.8271088346;-3.9059276239;-3.7491373247;-9.8865487259;-1.9805073155;-2.3259478839;-1.0628410054;-0.8927315997;-1.9260072800;0.0069899072;-0.0509543093;-0.1731687442;-0.1882369952;-0.0888290671
2.4402390438;-7.9002973895;-12.2170471613;-3.8583793906;-3.9537787455;-10.1869240890;-1.8815973241;-2.3812892806;-1.0319312747;-0.9177047552;-1.9919476001;-0.0011588637;-0.0469465387;-0.1752067958;-0.1851950823;-0.0827285519
2.4502380952;-7.3340065576;-12.5789101988;-3.8023879460;-4.1696075986;-10.5587797021;-1.7826058169;-2.4307439194;-0.9990259031;-0.9528170147;-2.0556642629;-0.0093068491;-0.0429387651;-0.1762257234;-0.1821494863;-0.0786619339
2.4602371542;-6.8358885924;-12.8059683499;-3.6346888123;-4.4576384536;-10.7744240842;-1.6838582900;-2.4760770162;-0.9744929663;-0.9921313620;-2.1093217082;-0.0164356546;-0.0389546588;-0.1772445536;-0.1780942530;-0.0735791474
2.4702362205;-6.2759094559;-12.9847432348;-3.5549297867;-4.6804567889;-11.1629585196;-1.5439179177;-2.5170946144;-0.9581369870;-1.0396067950;-2.1669384949;-0.0245820880;-0.0359724015;-0.1772445536;-0.1740354438;-0.0695133039
2.4802352941;-5.8652368823;-13.1602693731;-3.6011157235;-5.0771883699;-11.4857966072;-1.4745734908;-2.5519313974;-0.9498943412;-1.0912031994;-2.2224951600;-0.0317095463;-0.0339685104;-0.1772445536;-0.1689672024;-0.0654478432
2.4902343750;-5.4853128076;-13.2650467199;-3.6125653349;-5.3654939172;-11.8077603366;-1.4036931288;-2.5827443586;-0.9439049263;-1.1490615563;-2.2719503066;-0.0388363391;-0.0319880116;-0.1772445536;-0.1638993563;-0.0613827620
2.5002334630;-5.1258320829;-13.3778008906;-3.7095879005;-5.5942086185;-12.1007643476;-1.2699963785;-2.6094365107;-0.9500870408;-1.2109604015;-2.3234662701;-0.0449444527;-0.0309627614;-0.1772445536;-0.1588280506;-0.0583342336
2.5102325581;-4.6259769228;-13.4306836826;-3.8461306052;-6.0181389324;-12.3763853994;-1.2056943923;-2.6277907887;-0.9564601183;-1.2769802413;-2.3727623405;-0.0520699302;-0.0290052924;-0.1762261990;-0.1527475728;-0.0542699027
2.5202316602;-4.2040197842;-13.4015328172;-3.9575033920;-6.4628777581;-12.4008452687;-1.1421519651;-2.6400593001;-0.9708846531;-1.3471210825;-2.4138165125;-0.0571590927;-0.0290052924;-0.1741896757;-0.1466713806;-0.0522379226
2.5302307692;-3.7257768081;-13.3624478201;-4.0693966198;-6.9391789744;-12.5754434494;-1.0598844446;-2.6482069733;-0.9895571026;-1.4191642292;-2.4467866866;-0.0632655352;-0.0290052924;-0.1721533367;-0.1415974697;-0.0502061264
2.5402298851;-3.3649111551;-13.2566045948;-4.2340710318;-7.3597204685;-12.7334986150;-0.9879196109;-2.6521394127;-1.0142851088;-1.4893832006;-2.4796782233;-0.0683537802;-0.0290052924;-0.1690991025;-0.1345089808;-0.0481745126
2.5502290076;-3.0175816151;-13.1303455156;-4.4414713464;-7.8762082075;-12.8220465349;-0.9241966905;-2.6458633800;-1.0432600725;-1.5676874517;-2.5083704440;-0.0724240135;-0.0290281526;-0.1650271531;-0.1284303345;-0.0461430799
2.5602281369;-2.7644888623;-13.0190118591;-4.6232216380;-8.1155201238;-12.9693295387;-0.8664987895;-2.6354664816;-1.0762307765;-1.6418701704;-2.5288987771;-0.0754764186;-0.0300528773;-0.1619734611;-0.1223521371;-0.0451274533
2.5702272727;-2.4702863881;-12.8678998523;-4.9491880994;-8.6430941704;-12.9275810734;-0.8130779638;-2.6208553906;-1.1134474952;-1.7160529317;-2.5453839006;-0.0795459349;-0.0320794684;-0.1579022291;-0.1152902095;-0.0451274533
2.5802264151;-2.0399711807;-12.6904980880;-5.2333186679;-9.1783628210;-12.9103461034;-0.7565105248;-2.5980025440;-1.1568456557;-1.8353561399;-2.5595758256;-0.0815805158;-0.0350853256;-0.1538313515;-0.1030795090;-0.0451274533
2.5902255639;-1.2414070602;-12.5040936345;-5.5309167703;-9.4704896545;-12.8629973642;-0.6062652243;-2.5670931655;-1.2063635220;-1.8904880454;-2.5635427447;-0.0836149209;-0.0380686670;-0.1487431944;-0.1000356775;-0.0451274533
2.6002247191;-0.8977093365;-12.2635325194;-5.9848930912;-9.8846431837;-12.7723645505;-0.5338251216;-2.5360914948;-1.2600025237;-1.9489054047;-2.5594214573;-0.0846320363;-0.0401174417;-0.1446730178;-0.0969807410;-0.0451274533
2.6102238806;-0.6459838169;-12.0278958724;-6.4175498637;-10.3167721626;-12.6467691501;-0.4857330290;-2.4988161979;-1.3197621661;-2.0251491193;-2.5552235585;-0.0846320363;-0.0441252589;-0.1385682727;-0.0909047374;-0.0461426410
2.6202230483;-0.6914893499;-11.7009067141;-6.7255299795;-10.7574981676;-12.5571403938;-0.4574948746;-2.4576038482;-1.3795828925;-2.1012402231;-2.5447675364;-0.0846320363;-0.0481330786;-0.1334814149;-0.0848291626;-0.0481728449
2.6302222222;-1.1845931377;-11.4596568137;-7.1223481517;-11.1600565523;-12.4213454877;-0.4855778600;-2.4142394332;-1.4414639796;-2.1692414300;-2.5303431489;-0.0836151787;-0.0521409007;-0.1283949836;-0.0787576804;-0.0491878618
2.6402214022;-1.7400545385;-11.1694108657;-7.4170780258;-11.6691525707;-12.2581126396;-0.5600645224;-2.3666631717;-1.5052842091;-2.2392276956;-2.5137822012;-0.0815816330;-0.0561708290;-0.1222917742;-0.0736954079;-0.0522326588
2.6502205882;-2.5570999185;-10.9488829436;-7.9555659841;-12.0106337098;-12.1118155664;-0.6766856919;-2.3130870203;-1.5692256876;-2.3072292500;-2.4909639504;-0.0785315663;-0.0611806126;-0.1161890690;-0.0686334848;-0.0552772043
2.6602197802;-2.7564960739;-10.5946174064;-8.1560454637;-12.2595544157;-11.8941709322;-0.7114562170;-2.2572695426;-1.6352275373;-2.3709588390;-2.4620396395;-0.0754817498;-0.0662123416;-0.1111038983;-0.0635755353;-0.0583215001
2.6702189781;-2.9853224820;-10.2511799919;-8.4755669835;-12.6001117721;-11.7422838160;-0.7487403832;-2.1953609085;-1.7052306502;-2.4307178541;-2.4268585607;-0.0714156588;-0.0722022264;-0.1050021903;-0.0595265495;-0.0613655481
2.6802181818;-3.2331215797;-9.8602521411;-8.8320912904;-12.7906186689;-11.5266589252;-0.7901030265;-2.1313921027;-1.7712321149;-2.4862059890;-2.3855708551;-0.0673498964;-0.0772120188;-0.0999178446;-0.0554814376;-0.0654239508
2.6902173913;-3.5321615892;-9.4285485460;-9.1809377741;-12.9473950212;-11.2750773732;-0.8355861846;-2.0633916067;-1.8433560193;-2.5334520786;-2.3402364903;-0.0622681010;-0.0822435188;-0.0938171190;-0.0524451067;-0.0694820279
2.7002166065;-3.8759495668;-9.0942177325;-9.4391036647;-13.1927442698;-10.9744997734;-0.8891631865;-1.9954800260;-1.9155392533;-2.5725302402;-2.2927671874;-0.0571867103;-0.0882336498;-0.0887335860;-0.0494089777;-0.0735397818
2.7102158273;-4.2376210547;-8.6472170712;-9.8660110575;-13.3879468933;-10.7498155320;-0.9449487277;-1.9294512842;-1.9854249378;-2.6074873768;-2.2412506826;-0.0510895236;-0.0932649999;-0.0836504548;-0.0463766111;-0.0775972150
2.7202150538;-4.5667137887;-8.2766637318;-10.2762993092;-13.5263716631;-10.4204445571;-1.0130243651;-1.8614506708;-2.0493650713;-2.6382498832;-2.1917213433;-0.0449928154;-0.0992552921;-0.0775511761;-0.0443563406;-0.0826686084
2.7302142857;-5.0491758984;-7.8782239936;-10.6684199443;-13.6415424090;-10.0760545709;-1.0832336323;-1.7934500191;-2.1131874681;-2.6607703013;-2.1379975922;-0.0378805435;-0.1042864943;-0.0734853072;-0.0433409600;-0.0877396066
2.7402135231;-5.7353328849;-7.4586908399;-11.0236332248;-13.6798218809;-9.7443680583;-1.2007596212;-1.7254493295;-2.1728887292;-2.6751216976;-2.0761778614;-0.0317847820;-0.1102769453;-0.0684033643;-0.0413244509;-0.0928102125
2.7502127660;-6.0819041778;-7.1168969396;-11.4071157943;-13.6421363608;-9.4594823169;-1.2651141347;-1.6575359857;-2.2285271057;-2.6874856492;-2.0164917102;-0.0246736065;-0.1152867570;-0.0643381222;-0.0413244509;-0.0978804289
2.7602120141;-6.4331332227;-6.7791183835;-11.6589131084;-13.6281193686;-9.0372154718;-1.3327201282;-1.5915957015;-2.2840494017;-2.6955103421;-1.9566598929;-0.0175629733;-0.1202965715;-0.0602731901;-0.0413244509;-0.1029502586
2.7702112676;-6.8742373344;-6.4073410600;-11.9148003273;-13.5464018975;-8.6648851437;-1.4172073327;-1.5257421528;-2.3335058628;-2.6933772460;-1.8948400803;-0.0094371508;-0.1253063885;-0.0562085658;-0.0413244509;-0.1080197045
2.7802105263;-7.5407024699;-6.1122446322;-12.1944858305;-13.3941224356;-8.2646201952;-1.5038274161;-1.4639230720;-2.3809015534;-2.6871230802;-1.8351530843;-0.0023275907;-0.1302951864;-0.0531603268;-0.0413314005;-0.1130887692
2.7902097902;-7.9799279046;-5.8306421144;-12.4799285761;-13.2986248177;-8.0057515654;-1.5926514292;-1.4041647472;-2.4260641424;-2.6766042303;-1.7773109340;0.0057970143;-0.1343239927;-0.0511283192;-0.0433508552;-0.1181574554
2.8002090592;-8.5343717983;-5.5290736179;-12.7192653181;-13.1514596896;-7.6673497567;-1.6892878031;-1.3444922571;-2.4611529827;-2.6538652568;-1.7115128263;0.0129055166;-0.1393129417;-0.0480805338;-0.0443691526;-0.1222121038
2.8102083333;-9.0650420231;-5.2472518645;-12.9224784265;-12.9859206776;-7.2019331852;-1.7779677832;-1.2890262863;-2.5001918766;-2.6291372897;-1.6496213534;0.0210289211;-0.1433000000;-0.0470665392;-0.0474031543;-0.1272800411
2.8202076125;-9.6175004763;-5.0030615501;-13.0543528967;-12.7806613161;-6.9168262171;-1.8726875473;-1.2417169834;-2.5309884201;-2.6022064014;-1.5899332593;0.0281363805;-0.1463266297;-0.0460491199;-0.0504369708;-0.1323476080
2.8302068966;-9.9391341308;-4.7409922005;-13.1392417247;-12.5160807738;-6.6056150846;-1.9612962913;-1.1984436647;-2.5514818173;-2.5670333288;-1.5322346219;0.0352433240;-0.1502931744;-0.0440281313;-0.0540349425;-0.1364013672
2.8402061856;-10.7182775363;-4.5402496852;-13.1697003411;-12.0377036531;-6.3081691756;-2.0437227072;-1.1574004913;-2.5700845906;-2.5010976044;-1.4767378985;0.0423497550;-0.1523176980;-0.0430193955;-0.0615774497;-0.1404548341
2.8502054795;-11.3285340158;-4.2835242911;-13.1255884151;-11.7241793683;-5.9592126660;-2.1324018550;-1.1225385032;-2.5822795518;-2.4535752700;-1.4252210959;0.0494556773;-0.1553030808;-0.0430193955;-0.0656357049;-0.1445080109
2.8602047782;-11.6570783006;-4.1279671697;-13.0529973404;-11.4457925875;-5.6780563056;-2.2619458392;-1.0936894846;-2.5862885927;-2.4126556284;-1.3757650613;0.0555460347;-0.1573070166;-0.0430193955;-0.0681673758;-0.1485608994
2.8702040816;-12.2029956048;-4.0300115374;-12.9831474107;-11.0728122707;-5.3236143909;-2.3221898868;-1.0669850688;-2.5883493805;-2.3688580236;-1.3283697950;0.0616359621;-0.1592905729;-0.0430193955;-0.0707074553;-0.1516003512
2.8802033898;-12.6293090460;-3.9837697332;-12.8463733680;-10.7704995742;-5.1556062445;-2.3815326233;-1.0465459816;-2.5861771988;-2.3092379621;-1.2811137518;0.0677254624;-0.1602925417;-0.0431631542;-0.0757653659;-0.1546395898
2.8902027027;-13.0611574225;-3.9513557110;-12.7126902910;-10.4235344872;-4.9002208604;-2.4575691548;-1.0322048569;-2.5716687957;-2.2533221938;-1.2399003415;0.0727996924;-0.1612742678;-0.0460652171;-0.0818271308;-0.1576786166
2.9002020202;-13.2603317240;-4.0170317442;-12.6015727536;-10.0496476806;-4.7633014538;-2.5234414826;-1.0220677260;-2.5604278620;-2.1831902156;-1.2029467988;0.0778735714;-0.1612742678;-0.0480956244;-0.0868810980;-0.1597044944
2.9102013423;-13.6338127733;-4.0720266282;-12.4234462711;-9.6774671163;-4.6245074696;-2.5851927223;-1.0181118425;-2.5488084468;-2.1112046537;-1.1700449682;0.0819323957;-0.1612742678;-0.0501258922;-0.0927797636;-0.1617302329
2.9202006689;-13.8784038076;-4.1855015313;-12.1895701838;-9.2926939860;-4.5337605835;-2.6428915622;-1.0222331423;-2.5220744473;-2.0081552048;-1.1454545095;0.0859909429;-0.1612542271;-0.0531710860;-0.1040869863;-0.1637558332
2.9302000000;-14.1119942637;-4.2693537489;-12.0006484621;-8.8243616059;-4.4806171911;-2.6962634539;-1.0264366015;-2.4951209870;-1.9529651846;-1.1249162381;0.0890346470;-0.1602522560;-0.0562160733;-0.1071236542;-0.1647685647
2.9401993355;-14.2624678530;-4.3988370781;-11.7572441272;-8.4424736214;-4.4551492366;-2.7394010263;-1.0368218816;-2.4580284403;-1.8988862348;-1.1105598688;0.0920781461;-0.1592303764;-0.0602757830;-0.1101701787;-0.1657812279
2.9501986755;-14.4564457703;-4.5223478432;-11.5557277810;-8.0304622590;-4.4658750752;-2.7769266127;-1.0538759954;-2.4178684062;-1.8274403069;-1.1003112800;0.0941068749;-0.1571870088;-0.0634201816;-0.1163524942;-0.1657812279
2.9603947368;-14.5935312137;-4.6825453451;-11.3452268212;-7.6207783808;-4.5207322092;-2.8071996136;-1.0741584851;-2.3754917011;-1.7566317247;-1.0941427029;0.0961356038;-0.1552027105;-0.0683943221;-0.1222959302;-0.1657812279
2.9701973684;-14.6384861719;-4.8563348268;-11.0374418639;-7.3409633907;-4.5734419645;-2.8276710236;-1.1011092856;-2.3279874325;-1.6824473673;-1.0901567056;0.0961356038;-0.1521967919;-0.0724532225;-0.1283583035;-0.1657812279
2.9801967213;-14.5934179283;-5.0565362387;-10.7687878232;-6.8902764797;-4.6376850879;-2.8420956544;-1.1341605847;-2.2765239126;-1.6103237715;-1.0902240516;0.0961356038;-0.1491712243;-0.0775265154;-0.1344170973;-0.1647688329
2.9901960784;-14.5393875192;-5.3277779029;-10.4296578674;-6.5548424092;-4.7257694189;-2.8542581234;-1.1733131822;-2.2248452215;-1.5384015298;-1.0964061954;0.0961356038;-0.1451829134;-0.0825994778;-0.1394685236;-0.1637565039
3.0001954397;-14.4370254709;-5.5433411715;-10.0379006117;-6.1735732922;-4.8133310903;-2.8561179671;-1.2146871638;-2.1650849929;-1.4723926831;-1.1027890667;0.0961356038;-0.1421574708;-0.0866575850;-0.1445229036;-0.1627442403
3.0101948052;-14.2677421688;-5.8641376675;-9.6398746399;-5.8448189840;-4.9319883656;-2.8478085571;-1.2601016660;-2.1032639596;-1.4085784203;-1.1192745024;0.0941075357;-0.1381301157;-0.0917298930;-0.1505775300;-0.1597076449
3.0201941748;-14.1299632643;-6.1250989130;-9.3129863170;-5.5596645538;-5.0903387762;-2.8353115221;-1.3095574734;-2.0434505156;-1.3467580157;-1.1379536854;0.0920795971;-0.1331396353;-0.0968018769;-0.1546212261;-0.1576833773
3.0301935484;-13.9964561143;-6.4822921237;-8.9206131777;-5.1553145843;-5.2596333719;-2.8105168750;-1.3611536044;-1.9775080445;-1.2891916923;-1.1626818556;0.0890378823;-0.1291124021;-0.1028878714;-0.1596683759;-0.1556592381
3.0401929260;-13.7788472115;-6.7960504522;-8.6309753443;-4.7959258460;-5.3905679650;-2.7651015583;-1.4147307720;-1.9136791843;-1.2314923970;-1.1937905498;0.0859963592;-0.1241025234;-0.1079592138;-0.1637084394;-0.1516112149
3.0501923077;-13.5427978532;-7.2211584331;-8.3255168337;-4.5511723818;-5.5757304499;-2.7394991562;-1.4704477564;-1.8518054130;-1.1780463392;-1.2308828296;0.0819412492;-0.1191118512;-0.1130302384;-0.1677451165;-0.1485753878
3.0601916933;-13.3228610029;-7.5307880904;-7.9429120993;-4.2251698622;-5.8696318351;-2.7091482940;-1.5282250462;-1.7858628898;-1.1327113158;-1.2700359092;0.0768726771;-0.1150656507;-0.1181009475;-0.1707748482;-0.1455397495
3.0701910828;-13.0434282511;-7.8294931404;-7.6334039383;-4.1241870165;-6.0716978124;-2.6617526765;-1.5921057154;-1.7220334747;-1.0895024873;-1.3113806322;0.0728180702;-0.1090728757;-0.1231713430;-0.1738044234;-0.1414924822
3.0801904762;-12.7129081058;-8.0439344897;-7.3607898513;-4.0023139730;-6.3861400445;-2.6080442505;-1.6539256205;-1.6602644992;-1.0484844475;-1.3567156847;0.0677501230;-0.1040629892;-0.1282414269;-0.1768306983;-0.1374454636
3.0901898734;-12.3528090763;-8.2245783590;-6.9856416166;-3.7965792119;-6.7010558409;-2.5502800653;-1.7157455492;-1.6004519521;-1.0196998686;-1.4021157608;0.0616689577;-0.0990531008;-0.1333112013;-0.1788502086;-0.1333986920
3.1001892744;-11.9841422374;-8.6328173756;-6.5848382095;-3.7819712964;-6.8076567678;-2.4842083153;-1.7755047134;-1.5407952487;-0.9950364471;-1.4536330007;0.0555881612;-0.0940432106;-0.1373667748;-0.1808664914;-0.1283405344
3.1101886792;-11.5590609746;-8.9589986116;-6.3134068641;-3.6872679470;-7.1448159752;-2.4161411725;-1.8352639007;-1.4872168807;-0.9764903734;-1.5050856545;0.0495077313;-0.0890333184;-0.1424359360;-0.1818761446;-0.1242942522
3.1201880878;-11.0885132202;-9.3489103905;-6.0198400472;-3.6470910828;-7.4402701335;-2.3419564483;-1.8970838985;-1.4336384994;-0.9601982798;-1.5546711384;0.0434276657;-0.0840234245;-0.1464910221;-0.1828826417;-0.1192367025
3.1301875000;-10.5819534335;-9.9392084549;-5.6655444862;-3.6896657626;-7.7984422077;-2.2655825157;-1.9608876680;-1.3779993173;-0.9520197292;-1.6083132101;0.0363346780;-0.0790135287;-0.1505458668;-0.1828826417;-0.1151909036
3.1401869159;-10.1036087197;-10.3795804913;-5.3740289346;-3.7491568501;-8.1077748974;-2.1810942066;-2.0187399738;-1.3265328975;-0.9479623527;-1.6639516874;0.0292421098;-0.0740036310;-0.1535868205;-0.1828826417;-0.1101339540
3.1501863354;-9.6205085387;-10.7502384618;-5.1247123567;-3.8486298281;-8.5193689348;-2.0965420713;-2.0804832394;-1.2791877232;-0.9480899557;-1.7237117574;0.0221499585;-0.0690123453;-0.1566275954;-0.1828795649;-0.1060886322
3.1601857585;-9.2037721258;-11.0145874745;-4.9470857443;-4.0118382049;-8.8062834244;-2.0120539099;-2.1381054257;-1.2338521261;-0.9605178927;-1.7813474522;0.0150582216;-0.0650044243;-0.1596681926;-0.1818670938;-0.1010322753
3.1701851852;-8.7675003579;-11.3108885324;-4.7657483310;-4.1438919011;-9.1767154826;-1.9255049354;-2.1935912251;-1.1906787603;-0.9750696374;-1.8370495854;0.0079668963;-0.0609965019;-0.1627086134;-0.1798483840;-0.0959762119
3.1801846154;-8.2169003646;-11.4535367059;-4.6117755578;-4.3163990379;-9.4785140793;-1.8390191500;-2.2430473296;-1.1578087001;-0.9978637585;-1.8926249165;0.0008759801;-0.0570070206;-0.1637220285;-0.1778267229;-0.0919315946
