Time (s);Fᵧ (N) --sensor: Force --remote: 1 --Run1;Fᵧ (N) --sensor: Force --remote: 1 --Run2;Fᵧ (N) --sensor: Force --remote: 1 --Run3
4.4600000000;-0.7312962927;-0.5530796903;-0.5707901632
4.4700000000;-0.6602157896;-0.3747836684;-0.5709092925
4.4800000000;-0.4999466869;-0.2499764531;-0.5709092925
4.4900000000;-0.3216893240;-0.1964876465;-0.5531191366
4.5000000000;-0.1433924313;-0.1429988399;-0.5174992042
4.5100000000;-0.0184665317;-0.0895100333;-0.4640494967
4.5200000000;0.0707604557;-0.0538508290;-0.4461412633
4.5300000000;0.1243278924;-0.0716804311;-0.4283115752
4.5400000000;0.1422357805;-0.1251692377;-0.4282724750
4.5500000000;0.1600654679;-0.1251692377;-0.4460631477
4.5600000000;0.1601043974;-0.1073396355;-0.4638928347
4.5700000000;0.2134769234;-0.1251692377;-0.4639316794
4.5800000000;0.3025478343;-0.1786580443;-0.4639316794
4.5900000000;0.2671591953;-0.2499764531;-0.4461406696
4.6000000000;0.1425443584;-0.3212948618;-0.4638931703
4.6100000000;0.0355277383;-0.3926132706;-0.4461405032
4.6200000000;-0.0180765943;-0.3926132706;-0.4461020772
4.6300000000;-0.0893569888;-0.3747836684;-0.4638934183
4.6400000000;-0.1784671483;-0.3747836684;-0.4817231024
4.6500000000;-0.2676155672;-0.4104428728;-0.4817612816
4.6600000000;-0.2855976411;-0.4817612816;-0.4995528674
4.6700000000;-0.3034273242;-0.6600573035;-0.5529658839
4.6800000000;-0.3034652596;-0.8026941210;-0.6064549321
4.6900000000;-0.3034652596;-0.9809901430;-0.6421521518
4.7000000000;-0.2856733523;-1.1592861649;-0.6956034232
4.7100000000;-0.2500516838;-1.3019229824;-0.7490924684
4.7200000000;-0.2143923210;-1.4623894021;-0.8025815125
4.7300000000;-0.2143172487;-1.5693670153;-0.9450312801
4.7400000000;-0.2499016955;-1.5871966175;-0.8741620449
4.7500000000;-0.2855610563;-1.4802190043;-0.9095971330
4.7600000000;-0.3568051754;-1.2306045736;-0.9096717342
4.7700000000;-0.3925389803;-0.9631605408;-0.8918792772
4.7800000000;-0.3926132706;-0.6778869057;-0.8562570635
4.7900000000;-0.4104058818;-0.4282724750;-0.8205977053
4.8000000000;-0.3926501851;-0.1964876465;-0.7849383477
4.8100000000;-0.3392349786;-0.0716804311;-0.7136934628
4.8200000000;-0.2857459441;-0.0360212268;-0.6423747502
4.8300000000;-0.2678427418;-0.0716804311;-0.5532631232
4.8400000000;-0.2855990462;-0.1429988399;-0.4819077266
4.8500000000;-0.3034287234;-0.2499764531;-0.4461751496
4.8600000000;-0.2856721190;-0.2499764531;-0.4461020772
4.8700000000;-0.2322560122;-0.1608284421;-0.4638952923
4.8800000000;-0.2499401401;-0.0360212268;-0.4461383902
4.8900000000;-0.2499764531;0.0352971820;-0.4283087142
4.9000000000;-0.3033567626;0.0174675798;-0.4282724750
4.9100000000;-0.2322912207;-0.0181916246;-0.4282724750
4.9200000000;-0.0008302765;-0.0538508290;-0.4282724750
4.9300000000;0.0352252882;-0.1073396355;-0.4282724750
4.9400000000;-0.0536714560;-0.1429988399;-0.4104787474
4.9500000000;0.1062933677;-0.1608284421;-0.4104428728
4.9600000000;0.2845543046;-0.1608284421;-0.4282367442
4.9700000000;0.3560873841;-0.1429988399;-0.4282724750
4.9800000000;0.3028479794;-0.1251692377;-0.4994485311
4.9900000000;0.1425944507;-0.1608284421;-0.5707672234
5.0000000000;-0.0178726046;-0.2499764531;-0.6242917591
5.0100000000;-0.1783396573;-0.3391244640;-0.7133692284
5.0200000000;-0.2320409320;-0.6065684969;-0.7491347019
5.0300000000;-0.1609693881;-0.7670349166;-0.7669996801
5.0400000000;-0.0540618310;-1.0879677561;-0.7314460463
5.0500000000;-0.0004673157;-1.4089005956;-0.6779921990
5.0600000000;-0.0181565957;-1.7298334350;-0.6422977589
5.0700000000;-0.0715755507;-2.2647215008;-0.6244330592
5.0800000000;-0.2140381149;-2.0507662745;-0.6066033886
5.0900000000;-0.3388806990;-2.0151070701;-0.6243632755
5.1000000000;-0.3925090035;-1.7833222416;-0.6066032526
5.1100000000;-0.3392285283;-1.5158782087;-0.5887735828
5.1200000000;-0.1433796678;-1.1949453693;-0.5887388947
5.1300000000;0.0883367915;-0.9096717342;-0.5887388947
5.1400000000;0.3023273734;-0.6600573035;-0.5887388947
5.1500000000;0.3383315789;-0.4817612816;-0.6065340767
5.1600000000;0.2672194261;-0.3391244640;-0.6421589935
5.1700000000;0.0713335524;-0.2856356575;-0.6422277013
5.1800000000;-0.2137696965;-0.3034652596;-0.6956138418
5.1900000000;-0.4456580433;-0.4282724750;-0.7668982908
5.2000000000;-0.5172841214;-0.5887388947;-0.8382169608
5.2100000000;-0.5708072143;-0.8026941210;-1.1052869671
5.2200000000;-0.5709092925;-0.9275013364;-1.0168191537
5.2300000000;-0.4641350596;-1.1949453693;-1.1234235803
5.2400000000;-0.2681782115;-1.3910709934;-1.0880354209
5.2500000000;-0.0720518825;-1.3375821868;-1.0167844206
5.2600000000;0.0350949552;-1.4980486065;-1.1234247337
5.2700000000;0.1064810273;-1.4980486065;-1.1058309992
5.2800000000;0.0354314921;-1.5871966175;-1.1413894076
5.2900000000;-0.0002949936;-1.6228558219;-1.1770487383
5.3000000000;-0.1071389264;-1.6763446285;-1.2305042191
5.3100000000;-0.1785244888;-1.5515374131;-1.2839932136
5.3200000000;-0.1786580443;-1.4267301978;-1.3196859317
5.3300000000;-0.1608617064;-1.3197525846;-1.3553452604
5.3400000000;-0.1608284421;-1.3910709934;-1.3732081888
5.3500000000;-0.1786249037;-1.4802190043;-1.3732413912
5.3600000000;-0.2142510904;-1.5337078109;-1.3554448681
5.3700000000;-0.2677070016;-1.7298334350;-1.3020220361
5.3800000000;-0.4635691539;-1.7476630372;-1.2663296918
5.3900000000;-0.6418987407;-1.8011518438;-1.2306703658
5.4000000000;-0.8201953685;-1.8011518438;-1.2128078069
5.4100000000;-0.8739142045;-1.7833222416;-1.2483686256
5.4200000000;-0.9096063042;-1.8189814460;-1.2840279503
5.4300000000;-0.8918747871;-1.8189814460;-1.3196872745
5.4400000000;-0.8918421320;-1.8902998548;-1.3909406119
5.4500000000;-0.7672626678;-1.8902998548;-1.4266651260
5.4600000000;-0.6780492888;-1.8902998548;-1.4623244489
5.4700000000;-0.5711037979;-1.8546406504;-1.4623894021
5.4800000000;-0.4819230752;-1.8189814460;-1.4623894021
5.4900000000;-0.3571801670;-1.8189814460;-1.4445921001
5.5000000000;-0.2145751823;-1.8368110482;-1.4267624395
5.5100000000;-0.0897353179;-1.8368110482;-1.3911353604
5.5200000000;-0.0539150800;-1.8724702526;-1.3732735167
5.5300000000;0.1597195845;-1.8902998548;-1.3376463223
5.5400000000;0.1779019894;-1.9259590591;-1.2841894107
5.5500000000;0.0355528044;-1.9259590591;-1.4620698742
5.5600000000;-0.0892867639;-1.9616182635;-1.5513779349
5.5700000000;-0.2140943779;-2.0151070701;-1.6049307037
5.5800000000;-0.2143172487;-2.0151070701;-1.6584196805
5.5900000000;-0.1609236182;-2.0151070701;-1.7119086567
5.6000000000;-0.0540408431;-2.0151070701;-1.7120038328
5.6100000000;0.3199069468;-2.0507662745;-1.7653978008
5.6200000000;0.6943297679;-2.1220846833;-1.7832906847
5.6300000000;0.7483867662;-2.1399142855;-1.8189184437
5.6400000000;0.6950867999;-2.1577438876;-1.8545777592
5.6500000000;0.4636157078;-2.1577438876;-1.8368424384
5.6600000000;0.1072422923;-2.1755734898;-1.8190127811
5.6700000000;-0.0891659522;-2.1577438876;-1.8545780902
5.6800000000;-0.1429051640;-2.1755734898;-1.9080357810
5.6900000000;-0.0896035455;-2.1577438876;-1.9615247513
5.7000000000;-0.0539130616;-2.1399142855;-2.0328122070
5.7100000000;-0.0716493690;-2.1577438876;-2.1219293727
5.7200000000;-0.0894790252;-2.1577438876;-2.2644734360
5.7300000000;-0.2141005688;-2.1755734898;-2.4249093322
5.7400000000;-0.2143172487;-2.1934030920;-2.5141814284
5.7500000000;-0.3745060440;-2.1934030920;-2.5321346865
5.7600000000;-0.7308821593;-2.1934030920;-2.5143667254
5.7700000000;-0.6958392597;-2.1934030920;-2.4609393473
5.7800000000;-0.5180331907;-2.1934030920;-2.3896514676
5.7900000000;-0.3219676810;-2.1755734898;-2.3539307821
5.8000000000;0.0518445108;-2.1755734898;-2.3538695118
5.8100000000;-0.0534850914;-2.1577438876;-2.4072667276
5.8200000000;-0.3026133283;-2.1755734898;-2.4785548149
5.8300000000;-0.6588423321;-2.1755734898;-2.5498734318
5.8400000000;-0.9976674853;-2.1934030920;-2.5499951359
5.8500000000;-1.3542009431;-2.1934030920;-2.6211922545
5.8600000000;-1.6219492267;-2.1577438876;-2.7637081937
5.8700000000;-1.7117021458;-2.0685958767;-2.8707466568
5.8800000000;-1.7475425662;-2.0151070701;-2.9599251432
5.8900000000;-1.7654325055;-1.9972774679;-2.9956749554
5.9000000000;-1.7121391717;-1.9616182635;-2.9957351907
5.9100000000;-1.6586051509;-1.9081294570;-2.9957351907
5.9200000000;-1.5873164807;-1.8902998548;-2.9779355543
5.9300000000;-1.5159978708;-1.8724702526;-2.9779055885
5.9400000000;-1.4446792616;-1.8546406504;-3.0135050620
5.9500000000;-1.3555608664;-1.8546406504;-3.0669641530
5.9600000000;-1.2130130970;-1.8546406504;-3.1560527819
5.9700000000;-1.0347761104;-1.8189814460;-3.2630009270
5.9800000000;-0.8564795940;-1.7833222416;-3.3699788369
5.9900000000;-0.7315830338;-1.7298334350;-3.4235567912
6.0000000000;-0.5711754067;-1.7120038328;-3.4236456433
6.0100000000;-0.5709092925;-1.7120038328;-3.4058455604
6.0200000000;-0.5887094242;-1.6941742306;-3.4592164362
6.0300000000;-0.7311403373;-1.6763446285;-3.5483057493
6.0400000000;-0.9093780002;-1.6763446285;-3.5662530874
6.0500000000;-0.9452722884;-1.6763446285;-3.6018830151
6.0600000000;-0.9097302880;-1.6763446285;-3.5841413400
6.0700000000;-0.8740709877;-1.6941742306;-3.6019124363
6.0800000000;-0.8740125298;-1.7298334350;-3.6197420863
6.0900000000;-0.9452144049;-1.7298334350;-3.6553722050
6.1000000000;-1.0521340364;-1.7298334350;-3.7088320207
6.1100000000;-1.1769124974;-1.7298334350;-3.7445204057
6.1200000000;-1.2305175997;-1.7120038328;-3.7801797045
6.1300000000;-1.3196078634;-1.7120038328;-3.7802376871
6.1400000000;-1.2663504700;-1.7120038328;-3.7090348677
6.1500000000;-1.1594592683;-1.6941742306;-3.6733177751
6.1600000000;-1.0346805772;-1.6941742306;-3.6020568810
6.1700000000;-0.9810764154;-1.6763446285;-3.5485391311
6.1800000000;-0.9275874699;-1.6763446285;-3.4416475126
6.1900000000;-0.9275013364;-1.6941742306;-3.2278639995
6.2000000000;-0.9987052691;-1.7120038328;-2.9961072379
6.2100000000;-1.0700238613;-1.7120038328;-2.8533269584
6.2200000000;-1.1057403034;-1.7120038328;-2.7462919246
6.2300000000;-1.2304052006;-1.7476630372;-2.6393140380
6.2400000000;-1.4086162312;-1.7654926394;-2.4967338208
6.2500000000;-1.4267018066;-1.7833222416;-2.7457232838
6.2600000000;-1.3733264292;-1.7833222416;-2.7817232723
6.2700000000;-1.3020361865;-1.8011518438;-2.7461773620
6.2800000000;-1.1951149063;-1.8189814460;-2.6749153759
6.2900000000;-1.1237398064;-1.8546406504;-2.6035967883
6.3000000000;-1.0346197840;-1.8368110482;-2.5856825072
6.3100000000;-0.9454715509;-1.8189814460;-2.6034558200
6.3200000000;-0.8919263665;-1.8189814460;-2.5678808944
6.3300000000;-0.8028342912;-1.8011518438;-2.4966184654
6.3400000000;-0.8560989575;-1.8011518438;-2.3896966563
6.3500000000;-0.8739845836;-1.8011518438;-2.2293138118
6.3600000000;-0.8740125298;-1.8011518438;-2.0866486982
6.3700000000;-0.7315985828;-1.7654926394;-2.0686237355
6.3800000000;-0.5889614176;-1.7298334350;-2.0863976635
6.3900000000;-0.5175315741;-1.7120038328;-2.1398309694
6.4000000000;-0.0901755255;-1.6406854241;-2.1577161588
6.4100000000;-0.7303790240;-1.6228558219;-2.1221400548
6.4200000000;-0.4999502410;-1.6050262197;-2.0864807646
6.4300000000;-0.2325608519;-1.6406854241;-2.1576334874
6.4400000000;-0.1431366270;-1.6228558219;-2.2823582011
6.4500000000;-0.0183842288;-1.6406854241;-2.4783740634
6.4600000000;0.0708190240;-1.5871966175;-2.6745001539
6.4700000000;0.1243629023;-1.5871966175;-2.8172197270
6.4800000000;0.1956540494;-1.5693670153;-2.9242524534
6.4900000000;0.1601590895;-1.5515374131;-2.9956258064
6.5000000000;0.1244998014;-1.5515374131;-2.9245259987
6.5100000000;-0.0001711852;-1.5337078109;-2.9066144422
6.5200000000;-0.1249786919;-1.5158782087;-2.9421919424
6.5300000000;-0.2853910434;-1.5337078109;-2.9600488070
6.5400000000;-0.3390430501;-1.4980486065;-2.9244710578
6.5500000000;-0.3569269695;-1.4980486065;-2.9600217929
6.5600000000;-0.3391515196;-1.4802190043;-3.0490887192
6.5700000000;-0.2857167013;-1.4802190043;-3.1204343476
6.5800000000;-0.2500304006;-1.4623894021;-3.2095555483
6.5900000000;-0.2143711147;-1.4623894021;-3.2274930862
6.6000000000;-0.1965145389;-1.4267301978;-3.2275200192
6.6100000000;-0.1964876465;-1.4267301978;-3.2097172689
6.6200000000;-0.2142904372;-1.4267301978;-3.3165071612
6.6300000000;-0.2143172487;-1.4445598000;-3.3522736921
6.6400000000;-0.1431057643;-1.4623894021;-3.3701301056
6.6500000000;-0.0539842844;-1.4802190043;-3.3701568367
6.6600000000;-0.0004419759;-1.4623894021;-3.3701568367
6.6700000000;0.0174409684;-1.4802190043;-3.3701568367
6.6800000000;0.0530736407;-1.4802190043;-3.3523538063
6.6900000000;0.1243390641;-1.4623894021;-3.3523272345
6.7000000000;0.2668700683;-1.4623894021;-3.3701303439
6.7100000000;0.3560977541;-1.4802190043;-3.3701568367
6.7200000000;0.3918363973;-1.4802190043;-3.3345504609
6.7300000000;0.4096924528;-1.4802190043;-3.2988911784
6.7400000000;0.3741122962;-1.4980486065;-3.3166416939
6.7500000000;0.3562563189;-1.5158782087;-3.3344713349
6.7600000000;0.2494099604;-1.4980486065;-3.3166942888
6.7700000000;0.1246287334;-1.5158782087;-3.3166680301
6.7800000000;0.0354280898;-1.5158782087;-3.3166680301
6.7900000000;-0.1427374082;-1.5337078109;-3.2810611121
6.8000000000;-0.2676233210;-1.4980486065;-3.2810088258
6.8100000000;-0.4458414099;-1.5158782087;-3.2810088258
6.8200000000;-0.4639056507;-1.4980486065;-3.2988123993
6.8300000000;-0.5173425138;-1.4980486065;-3.2988384280
6.8400000000;-0.4462058888;-1.4802190043;-3.2988384280
6.8500000000;-0.2680652070;-1.4623894021;-3.2988384280
6.8600000000;-0.1431799828;-1.4445598000;-3.3166421526
6.8700000000;-0.1608026021;-1.4267301978;-3.3344717923
6.8800000000;-0.2320436402;-1.4267301978;-3.3523014319
6.8900000000;-0.3923813822;-1.4089005956;-3.3523272345
6.9000000000;-0.5706520106;-1.4089005956;-3.3701311085
6.9100000000;-0.7311444922;-1.4089005956;-3.3523529257
6.9200000000;-0.8916112446;-1.4445598000;-3.3701311826
6.9300000000;-1.1232939356;-1.4445598000;-3.3879608216
6.9400000000;-1.3728832636;-1.4623894021;-3.3879864389
6.9500000000;-1.5334779159;-1.4623894021;-3.3701823806
6.9600000000;-1.5693160006;-1.4623894021;-3.3701568367
6.9700000000;-1.5515628840;-1.4445598000;-3.3879609680
6.9800000000;-1.5337332455;-1.4445598000;-3.4057906065
6.9900000000;-1.4802951994;-1.4445598000;-3.4058160411
7.0000000000;-1.4446105244;-1.4089005956;-3.4414245211
7.0100000000;-1.4089512480;-1.4089005956;-3.5126923495
7.0200000000;-1.3910962836;-1.3910709934;-3.5662065900
7.0300000000;-1.4088753411;-1.4089005956;-3.6374998518
7.0400000000;-1.4267049790;-1.4089005956;-3.6910140200
7.0500000000;-1.3911213596;-1.4089005956;-3.7088940953
7.0600000000;-1.4266799026;-1.4089005956;-3.7267237330
7.0700000000;-1.4801436678;-1.4089005956;-3.7267488806
7.0800000000;-1.4980235297;-1.4089005956;-3.7089443552
7.0900000000;-1.5158531671;-1.4089005956;-3.6733101572
7.1000000000;-1.5514874001;-1.3910709934;-3.6376508826
7.1100000000;-1.5871466745;-1.3910709934;-3.6019916082
7.1200000000;-1.6584152800;-1.3910709934;-3.5841369996
7.1300000000;-1.6229056253;-1.3910709934;-3.5841120630
7.1400000000;-1.5872463515;-1.3910709934;-3.6197215334
7.1500000000;-1.4981727683;-1.3910709934;-3.6731855769
7.1600000000;-1.4624389978;-1.3732413912;-3.6910648784
7.1700000000;-1.4267797245;-1.3910709934;-3.6198703209
7.1800000000;-1.4089253246;-1.3910709934;-3.4951371553
7.1900000000;-1.4089005956;-1.3910709934;-3.4059395150
7.2000000000;-1.4089005956;-1.3732413912;-3.3345962749
7.2100000000;-1.4445105468;-1.4089005956;-3.3701075836
7.2200000000;-1.4801698191;-1.3910709934;-3.4057668559
7.2300000000;-1.5158290913;-1.3732413912;-3.4414261280
7.2400000000;-1.5692934405;-1.3732413912;-3.4058650910
7.2500000000;-1.5871721262;-1.3910709934;-3.2989853755
7.2600000000;-1.6050017620;-1.3732413912;-3.1920075608
7.2700000000;-1.6050262197;-1.3732413912;-3.0850297466
7.2800000000;-1.6406366426;-1.3732413912;-3.0670779902
7.2900000000;-1.6762959136;-1.3732413912;-3.1204693338
7.3000000000;-1.6585393505;-1.3732413912;-3.1917635180
7.3100000000;-1.6585150263;-1.3732413912;-3.2274714371
7.3200000000;-1.6407096821;-1.3910709934;-3.3343520843
7.3300000000;-1.5872692926;-1.3910709934;-3.3701083866
7.3400000000;-1.5337803874;-1.3910709934;-3.5838217569
7.3500000000;-1.4624860397;-1.3910709934;-3.3704467495
7.3600000000;-1.3911675002;-1.3910709934;-3.1208801799
7.3700000000;-1.3376544691;-1.3732413912;-3.1917644384
7.3800000000;-1.3553877274;-1.3910709934;-3.3164995990
7.3900000000;-1.3376062160;-1.3910709934;-3.3166680301
7.4000000000;-1.2485541599;-1.3910709934;-3.3166680301
7.4100000000;-1.2662398135;-1.4089005956;-3.2810567549
7.4200000000;-1.1950410988;-1.4089005956;-3.1563691372
7.4300000000;-1.1237225617;-1.3910709934;-3.0315616973
7.4400000000;-0.8921524201;-1.3910709934;-2.9067542580
7.4500000000;-0.8918421320;-1.3732413912;-2.7997525850
7.4600000000;-0.6069493703;-1.3732413912;-2.7283863761
7.4700000000;-0.6065684969;-1.3910709934;-2.7639028165
7.4800000000;-0.6065684969;-1.3910709934;-2.7995620842
7.4900000000;-0.7668215301;-1.3910709934;-2.7996095666
7.5000000000;-0.8916763851;-1.3910709934;-2.8352214147
7.5100000000;-1.0877076421;-1.3910709934;-2.8530747264
7.5200000000;-1.2304156504;-1.3732413912;-2.8887103467
7.5300000000;-1.2484105917;-1.3732413912;-2.9243696136
7.5400000000;-1.1772099791;-1.3732413912;-2.9422228311
7.5500000000;-1.0524732053;-1.3732413912;-2.9422463841
7.5600000000;-0.8742474393;-1.3910709934;-2.9422463841
7.5700000000;-0.7849818191;-1.3732413912;-2.9422463841
7.5800000000;-0.7670583459;-1.3732413912;-3.0134710760
7.5900000000;-0.7848411204;-1.3732413912;-3.1025958115
7.6000000000;-0.7670582844;-1.3732413912;-3.1917439758
7.6100000000;-0.8204537116;-1.3732413912;-3.2452796097
7.6200000000;-0.9629740871;-1.3732413912;-3.2275433259
7.6300000000;-1.0878048221;-1.3732413912;-3.1919073674
7.6400000000;-1.1591931811;-1.3910709934;-3.1562481023
7.6500000000;-1.1948989379;-1.3732413912;-3.1205888374
7.6600000000;-1.3373967030;-1.3910709934;-3.0671231559
7.6700000000;-1.4266144209;-1.3910709934;-3.0492471526
7.6800000000;-1.4979561052;-1.3910709934;-3.0670304741
7.6900000000;-1.7117266883;-1.3910709934;-3.1026666131
7.7000000000;-1.7120038328;-1.3910709934;-3.1383258772
7.7100000000;-1.7298103993;-1.3732413912;-3.1561785747
7.7200000000;-1.6586070502;-1.4089005956;-3.1562016104
7.7300000000;-1.5160620194;-1.3910709934;-3.1562016104
7.7400000000;-1.4446515870;-1.3910709934;-3.1562016104
7.7500000000;-1.1418461562;-1.3910709934;-3.1740082953
7.7600000000;-1.2482968488;-1.3732413912;-3.1918379270
7.7700000000;-1.3552746380;-1.3732413912;-3.1740540711
7.7800000000;-1.4444456538;-1.3554117890;-3.1740312126
7.7900000000;-1.4979802064;-1.3732413912;-3.2096448169
7.8000000000;-1.4268669978;-1.3732413912;-3.2631109108
7.8100000000;-1.3822414924;-1.3732413912;-3.2631792236
7.8200000000;-1.3376390053;-1.3732413912;-3.2453723343
7.8300000000;-1.3197752686;-1.3910709934;-3.1919288668
7.8400000000;-1.2841386906;-1.3910709934;-3.1562469208
7.8500000000;-1.3019003560;-1.3910709934;-3.1027806831
7.8600000000;-1.4087650090;-1.3910709934;-3.1205198083
7.8700000000;-1.4979357608;-1.3910709934;-3.1561564721
7.8800000000;-1.5692768528;-1.3910709934;-3.1562016104
7.8900000000;-1.6227882854;-1.3910709934;-3.1918157905
7.9000000000;-1.6940842956;-1.3910709934;-3.1562465780
7.9100000000;-1.5161027633;-1.3910709934;-3.1740087572
7.9200000000;-1.5871069087;-1.3910709934;-3.1562240376
7.9300000000;-1.6406182270;-1.3910709934;-3.1383944073
7.9400000000;-1.6762998866;-1.3910709934;-3.1383720082
7.9500000000;-1.7119591470;-1.3910709934;-3.1561792675
7.9600000000;-1.6941965456;-1.3910709934;-3.1918161849
7.9700000000;-1.7297888610;-1.3910709934;-3.1562461845
7.9800000000;-1.7298334350;-1.3732413912;-3.1027795815
7.9900000000;-1.6942186936;-1.3910709934;-3.0492906916
8.0000000000;-1.6763668322;-1.3910709934;-3.0136092004
8.0100000000;-1.6763446285;-1.3732413912;-2.9601425148
8.0200000000;-1.6585371749;-1.3910709934;-2.8532312648
8.0300000000;-1.6585150263;-1.3910709934;-2.7284460057
8.0400000000;-1.6407075178;-1.3910709934;-2.6570611239
8.0500000000;-1.6406854241;-1.3910709934;-2.7103953565
8.0600000000;-1.6406854241;-1.3910709934;-2.7282691187
8.0700000000;-1.6228778338;-1.3910709934;-2.6926759772
8.0800000000;-1.6406634393;-1.3732413912;-2.6214014836
8.0900000000;-1.6406854241;-1.3910709934;-2.5856982556
8.1000000000;-1.6584930956;-1.3732413912;-2.5678466687
8.1100000000;-1.6585150263;-1.3732413912;-2.5322093411
8.1200000000;-1.6763227516;-1.3732413912;-2.4075114563
8.1300000000;-1.6763446285;-1.3554117890;-2.5142048313
8.1400000000;-1.6763446285;-1.3554117890;-2.5677592682
8.1500000000;-1.6407290173;-1.3732413912;-2.5500169325
8.1600000000;-1.6228775919;-1.3732413912;-2.5678029681
8.1700000000;-1.6228558219;-1.3732413912;-2.5678247381
8.1800000000;-1.6406637071;-1.3732413912;-2.5500168528
8.1900000000;-1.6228775124;-1.3732413912;-2.5321872242
8.2000000000;-1.6228558219;-1.3554117890;-2.5143575957
8.2100000000;-1.6228558219;-1.3732413912;-2.5321438958
8.2200000000;-1.5990926552;-1.3732413912;-2.4787415621
8.2300000000;-1.5753006148;-1.3910709934;-2.4786767271
8.2400000000;-1.5515590247;-1.3910709934;-2.4786767271
8.2500000000;-1.5693670153;-1.3910709934;-2.4608686583
8.2600000000;-1.5693454560;-1.3910709934;-2.4608471249
8.2700000000;-1.5515374131;-1.3910709934;-2.4608471249
8.2800000000;-1.5514943984;-1.3910709934;-2.4430389784
8.2900000000;-1.5158996901;-1.3732413912;-2.3895930057
8.3000000000;-1.5336648998;-1.3910709934;-2.3182959238
8.3100000000;-1.4980486065;-1.3910709934;-2.2647856362
8.3200000000;-1.4980700106;-1.3910709934;-2.2112967528
8.3300000000;-1.5158782087;-1.3732413912;-2.1934244193
8.3400000000;-1.5158995615;-1.3554117890;-2.1399781909
8.3500000000;-1.5337078109;-1.4445598000;-2.1221059597
8.3600000000;-1.5337291127;-1.3732413912;-2.1220846833
8.3700000000;-1.5515374131;-1.3910709934;-2.1042763068
8.3800000000;-1.5515161621;-1.3910709934;-2.1398718844
8.3900000000;-1.5336865852;-1.3732413912;-2.1755311392
8.4000000000;-1.5158570083;-1.3732413912;-2.1577650379
8.4100000000;-1.4980697818;-1.3910709934;-2.1043184565
8.4200000000;-1.5158782087;-1.3910709934;-2.0686380770
8.4300000000;-1.5158993338;-1.3910709934;-2.0329788227
8.4400000000;-1.5337289110;-1.3910709934;-1.9973195686
8.4500000000;-1.5515374131;-1.3910709934;-1.9972774679
8.4600000000;-1.5515584634;-1.3910709934;-1.9616602650
8.4700000000;-1.5693670153;-1.3732413912;-1.9794268897
8.4800000000;-1.5693670153;-1.3732413912;-1.9616392149
8.4900000000;-1.5693670153;-1.3554117890;-1.9794269389
8.5000000000;-1.5693670153;-1.3732413912;-1.9794478657
8.5100000000;-1.5693879420;-1.3732413912;-1.9794478657
8.5200000000;-1.5871339109;-1.3910709934;-1.9438303681
8.5300000000;-1.5870089372;-1.3910709934;-1.9437886613
8.5300233645;-1.5337495176;-1.3732413912;-1.9437886613
8.5400116822;-1.5693670153;-1.3732413912;-1.9794270853
8.5600000000;-1.5694086246;-1.3732413912;-1.9438301739
8.5700000000;-1.6050262197;-1.3732413912;-1.9259797913
8.5800000000;-1.6050262197;-1.3732413912;-1.9081501650
8.5900000000;-1.6050262197;-1.3732413912;-1.9081294570
8.6000000000;-1.6050055117;-1.3910709934;-1.8368936884
8.6100000000;-1.5871966175;-1.3910709934;-1.8190020821
8.6200000000;-1.5871966175;-1.3732413912;-1.8011724561
8.6300000000;-1.5871966175;-1.3910709934;-1.7477248027
8.6400000000;-1.5871966175;-1.3732413912;-1.6942359249
8.6500000000;-1.5872172059;-1.3910709934;-1.7476014141
8.6600000000;-1.6050467844;-1.3910709934;-1.6764266981
8.6700000000;-1.6228558219;-1.3910709934;-1.6407264117
8.6800000000;-1.6228558219;-1.3732413912;-1.6941128198
8.6900000000;-1.6228763156;-1.3910709934;-1.5695101430
8.7000000000;-1.6406649538;-1.3732413912;-1.5871761941
8.7100000000;-1.6228558219;-1.3732413912;-1.5871966175
8.7200000000;-1.6228353985;-1.3910709934;-1.5871966175
8.7300000000;-1.6049854197;-1.3732413912;-1.5515781200
8.7400000000;-1.5693466386;-1.3910709934;-1.5515374131
8.7500000000;-1.5515170597;-1.3732413912;-1.5515374131
8.7600000000;-1.5336874807;-1.3732413912;-1.5515374131
8.7700000000;-1.5158579017;-1.3910709934;-1.5515374131
8.7800000000;-1.4980688905;-1.3910709934;-1.5337280489
8.7900000000;-1.5158782087;-1.3910709934;-1.5337078109
8.8000000000;-1.5158984466;-1.3910709934;-1.5158984008
8.8100000000;-1.5337078109;-1.3910709934;-1.5158782087
8.8200000000;-1.5336876189;-1.3910709934;-1.4980687530
8.8300000000;-1.5158983779;-1.3732413912;-1.5158580850
8.8400000000;-1.5337078109;-1.3910709934;-1.4980687076
8.8500000000;-1.5337078109;-1.3910709934;-1.5158581303
8.8600000000;-1.5337480129;-1.3910709934;-1.4980686624
8.8700000000;-1.5693870937;-1.3910709934;-1.5158581754
8.8800000000;-1.5871966175;-1.3910709934;-1.5158782087
8.8900000000;-1.5872166507;-1.3732413912;-1.4980685949
8.9000000000;-1.6050262197;-1.3910709934;-1.5158582427
8.9100000000;-1.6050661963;-1.3910709934;-1.5158782087
8.9200000000;-1.6406854241;-1.3910709934;-1.5158782087
8.9300000000;-1.6406455369;-1.3732413912;-1.4980685057
8.9400000000;-1.6050062984;-1.3910709934;-1.4980486065
8.9500000000;-1.5871966175;-1.3910709934;-1.4802388592
